fromId,toId,car_under_15,car_fifteen_29,car_thirty_44,car_forty5_plus,public_under_15,public_fifteen_29,public_thirty_44,public_forty5_plus,fhv_under_15,fhv_fifteen_29,fhv_thirty_44,fhv_forty5_plus,walk_under_15,walk_fifteen_29,walk_thirty_44,walk_forty5_plus,bike_under_15,bike_fifteen_29,bike_thirty_44,bike_forty5_plus
QN0802,QN0802,20,27,23,8,58,81,70,23,10,14,12,4,10,14,12,4,3,4,3,1
QN0706,QN0706,19,27,23,8,57,80,69,23,10,14,12,4,10,14,12,4,2,3,3,1
QN0801,QN0801,19,27,23,8,57,80,69,23,10,14,12,4,10,14,12,4,2,3,3,1
QN0802,QN0802,19,27,23,8,57,80,69,23,10,14,12,4,10,14,12,4,2,3,3,1
QN0871,QN0871,19,27,23,8,57,80,69,23,10,14,12,4,10,14,12,4,2,3,3,1
QN1001,QN1001,46,64,55,18,137,191,164,55,24,33,28,9,24,33,28,9,6,8,7,2
QN1203,QN1203,46,64,55,18,137,191,164,55,24,33,28,9,24,33,28,9,6,8,7,2
QN1001,QN1001,33,47,40,13,99,139,119,40,17,24,21,7,17,24,21,7,4,6,5,2
QN1001,QN1001,23,32,27,9,68,95,82,27,12,16,14,5,12,16,14,5,3,4,4,1
QN1001,QN1001,31,43,37,12,92,129,111,37,16,22,19,6,16,22,19,6,4,6,5,2
QN1001,QN1001,20,28,24,8,58,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
QN1001,QN1001,43,60,52,17,128,180,154,51,22,31,27,9,22,31,27,9,6,8,7,2
QN0706,QN0706,42,59,50,17,125,175,150,50,22,30,26,9,22,30,26,9,5,8,6,2
QN0706,QN0706,11,15,13,4,32,45,39,13,6,8,7,2,6,8,7,2,1,2,2,1
QN0706,QN0706,20,28,24,8,59,83,71,24,10,14,12,4,10,14,12,4,3,4,3,1
QN0705,QN0705,22,31,26,9,65,91,78,26,11,16,14,4,11,16,14,4,3,4,3,1
QN0706,QN0706,22,31,26,9,65,91,78,26,11,16,14,4,11,16,14,4,3,4,3,1
QN0791,QN0791,22,31,26,9,65,91,78,26,11,16,14,4,11,16,14,4,3,4,3,1
QN1001,QN1001,41,57,49,16,122,171,147,49,21,29,25,8,21,29,25,8,5,7,6,2
QN1001,QN1001,30,43,36,12,90,126,108,36,16,22,19,6,16,22,19,6,4,5,5,2
QN1001,QN1001,28,39,34,11,83,117,100,33,14,20,17,6,14,20,17,6,4,5,4,1
QN1001,QN1001,21,29,25,8,62,86,74,25,11,15,13,4,11,15,13,4,3,4,3,1
QN1001,QN1001,23,32,27,9,68,95,82,27,12,16,14,5,12,16,14,5,3,4,4,1
QN1001,QN1001,27,38,33,11,81,113,97,32,14,20,17,6,14,20,17,6,3,5,4,1
QN1001,QN1001,20,28,24,8,59,82,70,23,10,14,12,4,10,14,12,4,3,4,3,1
QN1001,QN1001,29,41,35,12,87,121,104,35,15,21,18,6,15,21,18,6,4,5,4,1
QN1001,QN1001,21,29,25,8,61,86,74,25,11,15,13,4,11,15,13,4,3,4,3,1
QN0705,QN0705,23,32,27,9,68,95,82,27,12,16,14,5,12,16,14,5,3,4,4,1
QN0706,QN0706,23,32,27,9,68,95,82,27,12,16,14,5,12,16,14,5,3,4,4,1
QN0707,QN0707,23,32,27,9,68,95,82,27,12,16,14,5,12,16,14,5,3,4,4,1
QN0705,QN0705,21,30,26,9,64,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
QN0706,QN0706,21,30,26,9,64,89,76,25,11,15,13,4,11,15,13,4,3,4,3,1
QN0705,QN0705,33,46,39,13,97,136,116,39,17,23,20,7,17,23,20,7,4,6,5,2
QN0706,QN0706,33,46,39,13,97,136,116,39,17,23,20,7,17,23,20,7,4,6,5,2
QN1001,QN1001,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
QN1001,QN1001,24,33,29,10,71,99,85,28,12,17,15,5,12,17,15,5,3,4,4,1
QN1001,QN1001,19,27,23,8,57,79,68,23,10,14,12,4,10,14,12,4,2,3,3,1
QN1003,QN1003,19,27,23,8,57,79,68,23,10,14,12,4,10,14,12,4,2,3,3,1
QN1306,QN1306,19,27,23,8,57,79,68,23,10,14,12,4,10,14,12,4,2,3,3,1
QN8381,QN8381,19,27,23,8,57,79,68,23,10,14,12,4,10,14,12,4,2,3,3,1
QN0707,QN0707,45,62,53,18,133,186,159,53,23,32,27,9,23,32,27,9,6,8,7,2
QN0707,QN0707,16,22,19,6,48,67,57,19,8,11,10,3,8,11,10,3,2,3,2,1
QN8191,QN8191,16,22,19,6,48,67,57,19,8,11,10,3,8,11,10,3,2,3,2,1
QN0707,QN0707,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
QN0707,QN0707,30,42,36,12,89,124,107,36,15,21,18,6,15,21,18,6,4,5,5,2
QN0707,QN0707,29,41,35,12,88,123,105,35,15,21,18,6,15,21,18,6,4,5,5,2
QN0707,QN0707,30,42,36,12,89,125,107,36,15,22,18,6,15,22,18,6,4,5,5,2
QN0707,QN0707,15,22,19,6,46,64,55,18,8,11,10,3,8,11,10,3,2,3,2,1
QN0707,QN0707,16,22,19,6,47,65,56,19,8,11,10,3,8,11,10,3,2,3,2,1
QN0704,QN0704,12,17,14,5,35,49,42,14,6,9,7,2,6,9,7,2,2,2,2,1
QN0707,QN0707,12,17,14,5,35,49,42,14,6,9,7,2,6,9,7,2,2,2,2,1
QN0704,QN0704,42,59,50,17,125,175,150,50,22,30,26,9,22,30,26,9,5,8,6,2
QN0707,QN0707,42,59,50,17,125,175,150,50,22,30,26,9,22,30,26,9,5,8,6,2
QN0707,QN0707,40,57,48,16,120,168,144,48,21,29,25,8,21,29,25,8,5,7,6,2
QN0707,QN0707,20,27,23,8,58,81,70,23,10,14,12,4,10,14,12,4,2,4,3,1
QN0707,QN0707,47,66,57,19,141,198,169,56,24,34,29,10,24,34,29,10,6,9,7,2
QN0707,QN0707,18,25,21,7,53,74,63,21,9,13,11,4,9,13,11,4,2,3,3,1
QN0707,QN0707,67,94,80,27,199,279,239,80,34,48,41,14,34,48,41,14,9,12,10,3
QN0707,QN0707,57,80,69,23,170,239,204,68,29,41,35,12,29,41,35,12,7,10,9,3
QN0705,QN0705,16,22,19,6,47,66,57,19,8,11,10,3,8,11,10,3,2,3,2,1
QN0707,QN0707,16,22,19,6,47,66,57,19,8,11,10,3,8,11,10,3,2,3,2,1
QN0705,QN0705,53,74,64,21,158,221,189,63,27,38,33,11,27,38,33,11,7,10,8,3
QN0707,QN0707,53,74,64,21,158,221,189,63,27,38,33,11,27,38,33,11,7,10,8,3
QN0705,QN0705,23,33,28,9,69,97,83,28,12,17,14,5,12,17,14,5,3,4,4,1
QN0707,QN0707,23,33,28,9,69,97,83,28,12,17,14,5,12,17,14,5,3,4,4,1
QN0705,QN0705,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
QN0707,QN0707,14,20,17,6,42,59,51,17,7,10,9,3,7,10,9,3,2,3,2,1
QN0704,QN0704,27,38,33,11,81,114,97,32,14,20,17,6,14,20,17,6,4,5,4,1
QN0707,QN0707,27,38,33,11,81,114,97,32,14,20,17,6,14,20,17,6,4,5,4,1
QN0704,QN0704,14,20,17,6,42,59,50,17,7,10,9,3,7,10,9,3,2,3,2,1
QN0707,QN0707,14,20,17,6,42,59,50,17,7,10,9,3,7,10,9,3,2,3,2,1
QN0704,QN0704,37,52,44,15,109,153,131,44,19,26,23,8,19,26,23,8,5,7,6,2
QN0707,QN0707,37,52,44,15,109,153,131,44,19,26,23,8,19,26,23,8,5,7,6,2
QN0704,QN0704,85,120,102,34,254,355,305,102,44,61,53,18,44,61,53,18,11,15,13,4
QN0705,QN0705,85,120,102,34,254,355,305,102,44,61,53,18,44,61,53,18,11,15,13,4
QN0707,QN0707,85,120,102,34,254,355,305,102,44,61,53,18,44,61,53,18,11,15,13,4
QN1001,QN1001,33,47,40,13,99,139,119,40,17,24,21,7,17,24,21,7,4,6,5,2
QN1002,QN1002,33,47,40,13,99,139,119,40,17,24,21,7,17,24,21,7,4,6,5,2
QN1001,QN1001,27,37,32,11,79,110,95,32,14,19,16,5,14,19,16,5,3,5,4,1
QN1002,QN1002,27,37,32,11,79,110,95,32,14,19,16,5,14,19,16,5,3,5,4,1
QN0704,QN0704,73,102,87,29,217,303,260,87,37,52,45,15,37,52,45,15,9,13,11,4
QN0707,QN0707,73,102,87,29,217,303,260,87,37,52,45,15,37,52,45,15,9,13,11,4
QN0707,QN0707,22,31,27,9,66,93,79,26,11,16,14,5,11,16,14,5,3,4,3,1
QN0707,QN0707,11,15,13,4,32,45,38,13,6,8,7,2,6,8,7,2,1,2,2,1
QN0707,QN0707,47,66,57,19,141,198,169,56,24,34,29,10,24,34,29,10,6,9,7,2
QN0701,QN0701,4,5,4,1,10,15,13,4,2,3,2,1,2,3,2,1,0,1,1,0
QN0707,QN0707,4,5,4,1,10,15,13,4,2,3,2,1,2,3,2,1,0,1,1,0
QN0707,QN0707,33,47,40,13,99,139,119,40,17,24,20,7,17,24,20,7,4,6,5,2
QN8191,QN8191,33,47,40,13,99,139,119,40,17,24,20,7,17,24,20,7,4,6,5,2
QN0707,QN0707,54,76,65,22,161,225,193,64,28,39,33,11,28,39,33,11,7,10,8,3
QN1001,QN1001,12,17,15,5,37,52,44,15,6,9,8,3,6,9,8,3,2,2,2,1
QN1002,QN1002,12,17,15,5,37,52,44,15,6,9,8,3,6,9,8,3,2,2,2,1
QN1003,QN1003,12,17,15,5,37,52,44,15,6,9,8,3,6,9,8,3,2,2,2,1
QN1003,QN1003,7,9,8,3,20,28,24,8,3,5,4,1,3,5,4,1,1,1,1,0
QN1003,QN1003,21,30,26,9,64,89,77,26,11,15,13,4,11,15,13,4,3,4,3,1
QN1003,QN1003,35,48,42,14,103,144,124,41,18,25,21,7,18,25,21,7,4,6,5,2
QN1003,QN1003,36,50,43,14,107,150,128,43,18,26,22,7,18,26,22,7,5,6,6,2
QN1003,QN1003,27,38,33,11,81,113,97,32,14,20,17,6,14,20,17,6,3,5,4,1
QN8381,QN8381,27,38,33,11,81,113,97,32,14,20,17,6,14,20,17,6,3,5,4,1
QN1003,QN1003,7,10,9,3,22,30,26,9,4,5,4,2,4,5,4,2,1,1,1,0
QN1003,QN1003,12,17,15,5,37,51,44,15,6,9,8,3,6,9,8,3,2,2,2,1
QN8381,QN8381,12,17,15,5,37,51,44,15,6,9,8,3,6,9,8,3,2,2,2,1
QN0701,QN0701,49,69,59,20,147,206,176,59,25,35,30,10,25,35,30,10,6,9,8,3
QN0704,QN0704,49,69,59,20,147,206,176,59,25,35,30,10,25,35,30,10,6,9,8,3
QN0707,QN0707,49,69,59,20,147,206,176,59,25,35,30,10,25,35,30,10,6,9,8,3
QN0704,QN0704,46,64,55,18,137,191,164,55,24,33,28,9,24,33,28,9,6,8,7,2
QN0707,QN0707,46,64,55,18,137,191,164,55,24,33,28,9,24,33,28,9,6,8,7,2
QN0707,QN0707,23,33,28,9,69,97,83,28,12,17,14,5,12,17,14,5,3,4,4,1
QN0707,QN0707,16,23,20,7,49,68,58,19,8,12,10,3,8,12,10,3,2,3,3,1
QN0701,QN0701,11,15,13,4,32,45,38,13,6,8,7,2,6,8,7,2,1,2,2,1
QN0702,QN0702,11,15,13,4,32,45,38,13,6,8,7,2,6,8,7,2,1,2,2,1
QN0704,QN0704,11,15,13,4,32,45,38,13,6,8,7,2,6,8,7,2,1,2,2,1
QN0701,QN0701,27,38,32,11,80,112,96,32,14,19,17,6,14,19,17,6,3,5,4,1
QN0704,QN0704,27,38,32,11,80,112,96,32,14,19,17,6,14,19,17,6,3,5,4,1
QN0701,QN0701,38,53,46,15,114,159,136,45,20,27,23,8,20,27,23,8,5,7,6,2
QN0704,QN0704,38,53,46,15,114,159,136,45,20,27,23,8,20,27,23,8,5,7,6,2
QN0707,QN0707,38,53,46,15,114,159,136,45,20,27,23,8,20,27,23,8,5,7,6,2
QN1003,QN1003,2,3,3,1,7,10,9,3,1,2,2,0,1,2,2,0,0,0,0,0
QN1003,QN1003,31,43,37,12,92,129,110,37,16,22,19,6,16,22,19,6,4,6,5,2
QN1003,QN1003,19,27,23,8,57,80,68,23,10,14,12,4,10,14,12,4,2,3,3,1
QN1091,QN1091,19,27,23,8,57,80,68,23,10,14,12,4,10,14,12,4,2,3,3,1
QN1003,QN1003,44,61,52,17,129,181,155,52,22,31,27,9,22,31,27,9,6,8,7,2
QN1003,QN1003,18,25,21,7,52,73,63,21,9,13,11,4,9,13,11,4,2,3,3,1
QN1091,QN1091,18,25,21,7,52,73,63,21,9,13,11,4,9,13,11,4,2,3,3,1
QN1003,QN1003,9,13,11,4,27,38,32,11,5,7,6,2,5,7,6,2,1,2,1,0
QN1003,QN1003,17,23,20,7,49,69,59,20,8,12,10,3,8,12,10,3,2,3,3,1
QN1091,QN1091,17,23,20,7,49,69,59,20,8,12,10,3,8,12,10,3,2,3,3,1
QN1003,QN1003,22,31,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
QN1091,QN1091,22,31,26,9,65,91,78,26,11,16,13,4,11,16,13,4,3,4,3,1
QN0701,QN0701,28,40,34,11,84,118,101,34,14,20,17,6,14,20,17,6,4,5,4,1
QN0704,QN0704,28,40,34,11,84,118,101,34,14,20,17,6,14,20,17,6,4,5,4,1
QN0707,QN0707,28,40,34,11,84,118,101,34,14,20,17,6,14,20,17,6,4,5,4,1
QN1403,QN1403,14,20,17,6,42,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
QN8492,QN8492,14,20,17,6,42,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
QN1403,QN1403,42,59,50,17,125,175,150,50,22,30,26,9,22,30,26,9,5,8,6,2
QN8492,QN8492,42,59,50,17,125,175,150,50,22,30,26,9,22,30,26,9,5,8,6,2
QN1403,QN1403,10,14,12,4,29,40,34,11,5,7,6,2,5,7,6,2,1,2,1,0
QN8492,QN8492,10,14,12,4,29,40,34,11,5,7,6,2,5,7,6,2,1,2,1,0
QN1403,QN1403,14,20,17,6,42,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
QN8492,QN8492,14,20,17,6,42,58,50,17,7,10,9,3,7,10,9,3,2,3,2,1
QN1403,QN1403,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QN8492,QN8492,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QN0701,QN0701,22,31,27,9,66,93,80,27,11,16,14,5,11,16,14,5,3,4,3,1
QN0701,QN0701,35,48,41,14,103,144,123,41,18,25,21,7,18,25,21,7,4,6,5,2
QN0701,QN0701,38,54,46,15,114,159,137,46,20,27,24,8,20,27,24,8,5,7,6,2
QN1403,QN1403,25,35,30,10,75,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
QN8492,QN8492,25,35,30,10,75,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
QN1403,QN1403,12,17,15,5,37,52,44,15,6,9,8,3,6,9,8,3,2,2,2,1
QN8492,QN8492,12,17,15,5,37,52,44,15,6,9,8,3,6,9,8,3,2,2,2,1
QN1403,QN1403,6,8,7,2,17,23,20,7,3,4,3,1,3,4,3,1,1,1,1,0
QN8492,QN8492,6,8,7,2,17,23,20,7,3,4,3,1,3,4,3,1,1,1,1,0
QN0701,QN0701,20,28,24,8,60,85,73,24,10,15,13,4,10,15,13,4,3,4,3,1
QN0701,QN0701,23,33,28,9,70,97,84,28,12,17,14,5,12,17,14,5,3,4,4,1
QN0701,QN0701,31,43,37,12,92,128,110,37,16,22,19,6,16,22,19,6,4,6,5,2
QN1403,QN1403,23,32,27,9,67,94,80,27,12,16,14,5,12,16,14,5,3,4,3,1
QN1403,QN1403,17,24,21,7,52,72,62,21,9,12,11,4,9,12,11,4,2,3,3,1
QN1403,QN1403,19,26,22,7,55,78,66,22,10,13,11,4,10,13,11,4,2,3,3,1
QN0701,QN0701,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
QN0701,QN0701,22,30,26,9,64,90,77,26,11,16,13,4,11,16,13,4,3,4,3,1
QN0701,QN0701,9,13,11,4,27,38,33,11,5,7,6,2,5,7,6,2,1,2,1,0
QN0701,QN0701,25,35,30,10,75,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
QN0701,QN0701,81,113,97,32,241,338,289,96,42,58,50,17,42,58,50,17,10,15,12,4
QN1403,QN1403,40,57,49,16,120,168,144,48,21,29,25,8,21,29,25,8,5,7,6,2
QN1403,QN1403,24,34,29,10,71,100,86,29,12,17,15,5,12,17,15,5,3,4,4,1
QN1403,QN1403,18,25,21,7,53,74,63,21,9,13,11,4,9,13,11,4,2,3,3,1
QN1403,QN1403,34,48,41,14,102,143,123,41,18,25,21,7,18,25,21,7,4,6,5,2
QN1403,QN1403,16,22,19,6,47,66,56,19,8,11,10,3,8,11,10,3,2,3,2,1
QN1403,QN1403,35,50,43,14,105,148,126,42,18,25,22,7,18,25,22,7,5,6,5,2
QN1403,QN1403,33,47,40,13,99,139,119,40,17,24,21,7,17,24,21,7,4,6,5,2
QN1402,QN1402,35,48,42,14,103,144,124,41,18,25,21,7,18,25,21,7,4,6,5,2
QN1403,QN1403,35,48,42,14,103,144,124,41,18,25,21,7,18,25,21,7,4,6,5,2
QN1402,QN1402,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
QN1403,QN1403,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
QN0701,QN0701,95,133,114,38,283,396,339,113,49,68,58,19,49,68,58,19,12,17,15,5
QN0701,QN0701,26,36,31,10,77,108,93,31,13,19,16,5,13,19,16,5,3,5,4,1
QN0701,QN0701,13,19,16,5,40,56,48,16,7,10,8,3,7,10,8,3,2,2,2,1
QN1402,QN1402,61,85,73,24,180,252,216,72,31,43,37,12,31,43,37,12,8,11,9,3
QN1403,QN1403,61,85,73,24,180,252,216,72,31,43,37,12,31,43,37,12,8,11,9,3
QN1402,QN1402,13,18,15,5,37,52,45,15,6,9,8,3,6,9,8,3,2,2,2,1
QN1403,QN1403,13,18,15,5,37,52,45,15,6,9,8,3,6,9,8,3,2,2,2,1
QN1402,QN1402,46,64,55,18,137,191,164,55,24,33,28,9,24,33,28,9,6,8,7,2
QN1402,QN1402,19,26,23,8,56,79,68,23,10,14,12,4,10,14,12,4,2,3,3,1
QN1402,QN1402,23,33,28,9,69,97,83,28,12,17,14,5,12,17,14,5,3,4,4,1
QN1402,QN1402,31,43,37,12,91,127,109,36,16,22,19,6,16,22,19,6,4,5,5,2
QN1402,QN1402,15,20,18,6,44,61,52,17,8,10,9,3,8,10,9,3,2,3,2,1
QN1402,QN1402,11,16,13,4,33,46,40,13,6,8,7,2,6,8,7,2,1,2,2,1
QN1402,QN1402,12,17,14,5,35,49,42,14,6,8,7,2,6,8,7,2,2,2,2,1
QN1402,QN1402,16,23,19,6,48,67,58,19,8,12,10,3,8,12,10,3,2,3,2,1
QN0701,QN0701,43,60,52,17,128,179,153,51,22,31,26,9,22,31,26,9,6,8,7,2
QN0702,QN0702,43,60,52,17,128,179,153,51,22,31,26,9,22,31,26,9,6,8,7,2
QN0701,QN0701,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
QN0702,QN0702,29,40,34,11,85,119,102,34,15,21,18,6,15,21,18,6,4,5,4,1
QN0701,QN0701,26,37,31,10,78,109,93,31,13,19,16,5,13,19,16,5,3,5,4,1
QN0701,QN0701,30,41,36,12,88,123,106,35,15,21,18,6,15,21,18,6,4,5,5,2
QN1402,QN1402,35,49,42,14,104,145,125,42,18,25,21,7,18,25,21,7,4,6,5,2
QN1402,QN1402,37,52,44,15,110,154,132,44,19,26,23,8,19,26,23,8,5,7,6,2
QN1402,QN1402,49,69,59,20,147,206,177,59,25,36,30,10,25,36,30,10,6,9,8,3
QN1402,QN1402,67,94,80,27,200,279,239,80,34,48,41,14,34,48,41,14,9,12,10,3
QN1402,QN1402,80,112,96,32,239,334,286,95,41,58,49,16,41,58,49,16,10,14,12,4
QN1401,QN1401,29,40,35,12,86,120,103,34,15,21,18,6,15,21,18,6,4,5,4,1
QN1402,QN1402,29,40,35,12,86,120,103,34,15,21,18,6,15,21,18,6,4,5,4,1
QN1401,QN1401,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
QN1402,QN1402,34,47,40,13,100,140,120,40,17,24,21,7,17,24,21,7,4,6,5,2
QN1402,QN1402,16,23,19,6,48,67,57,19,8,12,10,3,8,12,10,3,2,3,2,1
QN1402,QN1402,17,23,20,7,50,69,60,20,9,12,10,3,9,12,10,3,2,3,3,1
QN1402,QN1402,25,34,29,10,73,102,88,29,13,18,15,5,13,18,15,5,3,4,4,1
QN1491,QN1491,25,34,29,10,73,102,88,29,13,18,15,5,13,18,15,5,3,4,4,1
QN1402,QN1402,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
QN1491,QN1491,20,28,24,8,60,84,72,24,10,14,12,4,10,14,12,4,3,4,3,1
QN1401,QN1401,22,31,26,9,65,92,78,26,11,16,14,5,11,16,14,5,3,4,3,1
QN1402,QN1402,22,31,26,9,65,92,78,26,11,16,14,5,11,16,14,5,3,4,3,1
QN1491,QN1491,22,31,26,9,65,92,78,26,11,16,14,5,11,16,14,5,3,4,3,1
QN1402,QN1402,14,19,16,5,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
QN1491,QN1491,14,19,16,5,41,57,49,16,7,10,8,3,7,10,8,3,2,2,2,1
QN0701,QN0701,19,26,22,7,56,78,67,22,10,13,12,4,10,13,12,4,2,3,3,1
QN0702,QN0702,19,26,22,7,56,78,67,22,10,13,12,4,10,13,12,4,2,3,3,1
QN0702,QN0702,9,12,10,3,26,36,31,10,4,6,5,2,4,6,5,2,1,2,1,0
QN0702,QN0702,17,24,20,7,50,70,60,20,9,12,10,3,9,12,10,3,2,3,3,1
QN0702,QN0702,28,39,33,11,83,116,99,33,14,20,17,6,14,20,17,6,4,5,4,1
QN0702,QN0702,27,37,32,11,79,111,95,32,14,19,16,5,14,19,16,5,3,5,4,1
QN0702,QN0702,24,34,29,10,72,101,87,29,12,17,15,5,12,17,15,5,3,4,4,1
QN0702,QN0702,33,47,40,13,99,139,119,40,17,24,20,7,17,24,20,7,4,6,5,2
QN0702,QN0702,27,38,33,11,82,114,98,33,14,20,17,6,14,20,17,6,4,5,4,1
QN0702,QN0702,34,48,41,14,101,142,122,41,17,24,21,7,17,24,21,7,4,6,5,2
QN0702,QN0702,11,16,13,4,33,47,40,13,6,8,7,2,6,8,7,2,1,2,2,1
QN0703,QN0703,11,16,13,4,33,47,40,13,6,8,7,2,6,8,7,2,1,2,2,1
QN0702,QN0702,21,29,25,8,61,86,73,24,11,15,13,4,11,15,13,4,3,4,3,1
QN0703,QN0703,21,29,25,8,61,86,73,24,11,15,13,4,11,15,13,4,3,4,3,1
QN0702,QN0702,24,34,29,10,73,102,87,29,13,18,15,5,13,18,15,5,3,4,4,1
QN1401,QN1401,49,69,59,20,147,205,176,59,25,35,30,10,25,35,30,10,6,9,8,3
QN1401,QN1401,13,18,16,5,39,55,47,16,7,9,8,3,7,9,8,3,2,2,2,1
QN1402,QN1402,13,18,16,5,39,55,47,16,7,9,8,3,7,9,8,3,2,2,2,1
QN0702,QN0702,21,29,25,8,62,87,75,25,11,15,13,4,11,15,13,4,3,4,3,1
QN0703,QN0703,21,29,25,8,62,87,75,25,11,15,13,4,11,15,13,4,3,4,3,1
QN1101,QN1101,21,29,25,8,62,87,75,25,11,15,13,4,11,15,13,4,3,4,3,1
QN0703,QN0703,5,7,6,2,14,20,17,6,2,3,3,1,2,3,3,1,1,1,1,0
QN1101,QN1101,5,7,6,2,14,20,17,6,2,3,3,1,2,3,3,1,1,1,1,0
QN0703,QN0703,23,33,28,9,69,97,83,28,12,17,14,5,12,17,14,5,3,4,4,1
QN0703,QN0703,25,35,30,10,74,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
QN0761,QN0761,25,35,30,10,74,104,89,30,13,18,15,5,13,18,15,5,3,4,4,1
QN0761,QN0761,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
QN0703,QN0703,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
QN0761,QN0761,18,26,22,7,55,77,66,22,9,13,11,4,9,13,11,4,2,3,3,1
QN0703,QN0703,30,42,36,12,88,124,106,35,15,21,18,6,15,21,18,6,4,5,5,2
QN1102,QN1102,30,42,36,12,88,124,106,35,15,21,18,6,15,21,18,6,4,5,5,2
QN0703,QN0703,34,48,41,14,102,143,122,41,18,25,21,7,18,25,21,7,4,6,5,2
QN0703,QN0703,29,40,35,12,86,120,103,34,15,21,18,6,15,21,18,6,4,5,4,1
QN0703,QN0703,18,26,22,7,55,76,65,22,9,13,11,4,9,13,11,4,2,3,3,1
QN1102,QN1102,18,26,22,7,55,76,65,22,9,13,11,4,9,13,11,4,2,3,3,1
QN0703,QN0703,3,4,4,1,9,13,11,4,2,2,2,1,2,2,2,1,0,1,0,0
QN0703,QN0703,18,25,21,7,52,73,63,21,9,13,11,4,9,13,11,4,2,3,3,1
QN1102,QN1102,18,25,21,7,52,73,63,21,9,13,11,4,9,13,11,4,2,3,3,1
QN0702,QN0702,53,74,63,21,157,220,189,63,27,38,33,11,27,38,33,11,7,9,8,3
QN0703,QN0703,53,74,63,21,157,220,189,63,27,38,33,11,27,38,33,11,7,9,8,3
QN0761,QN0761,53,74,63,21,157,220,189,63,27,38,33,11,27,38,33,11,7,9,8,3
QN1401,QN1401,33,46,40,13,98,138,118,39,17,24,20,7,17,24,20,7,4,6,5,2
QN1401,QN1401,46,65,56,19,138,193,165,55,24,33,29,10,24,33,29,10,6,8,7,2
QN1401,QN1401,23,33,28,9,70,98,84,28,12,17,14,5,12,17,14,5,3,4,4,1
QN1401,QN1401,22,31,26,9,66,92,79,26,11,16,14,5,11,16,14,5,3,4,3,1
QN1401,QN1401,40,56,48,16,119,166,142,47,20,29,25,8,20,29,25,8,5,7,6,2
QN1401,QN1401,39,55,47,16,116,162,139,46,20,28,24,8,20,28,24,8,5,7,6,2
QN1401,QN1401,35,49,42,14,105,147,126,42,18,25,22,7,18,25,22,7,5,6,5,2
QN1401,QN1401,10,14,12,4,29,40,35,12,5,7,6,2,5,7,6,2,1,2,1,0
QN1401,QN1401,13,19,16,5,40,55,48,16,7,10,8,3,7,10,8,3,2,2,2,1
QN1401,QN1401,55,77,66,22,164,229,196,65,28,39,34,11,28,39,34,11,7,10,8,3
QN1401,QN1401,44,62,53,18,132,185,158,53,23,32,27,9,23,32,27,9,6,8,7,2
QN1401,QN1401,35,49,42,14,105,147,126,42,18,25,22,7,18,25,22,7,5,6,5,2
QN1401,QN1401,76,107,91,30,227,317,272,91,39,55,47,16,39,55,47,16,10,14,12,4
QN1401,QN1401,26,37,32,11,79,110,94,31,14,19,16,5,14,19,16,5,3,5,4,1
QN1401,QN1401,54,76,65,22,161,225,193,64,28,39,33,11,28,39,33,11,7,10,8,3
QN1401,QN1401,23,32,27,9,67,94,80,27,12,16,14,5,12,16,14,5,3,4,3,1
QN1401,QN1401,15,21,18,6,45,63,54,18,8,11,9,3,8,11,9,3,2,3,2,1
QN1401,QN1401,4,6,5,2,13,18,15,5,2,3,3,1,2,3,3,1,1,1,1,0
QN1401,QN1401,34,48,41,14,101,141,121,40,17,24,21,7,17,24,21,7,4,6,5,2
QN1401,QN1401,37,52,44,15,110,153,132,44,19,26,23,8,19,26,23,8,5,7,6,2
QN1401,QN1401,25,34,29,10,73,102,88,29,13,18,15,5,13,18,15,5,3,4,4,1
